	symbol	period_change	Squeeze Momentum change	change diff	sm last day sig
89	MMM	-4.6802544547381615	0.394379210922154	5.074633665660316	Buy
90	MMC	-4.90598765831106	0.0	4.90598765831106	Buy
91	SO	-0.27580652240090053	-1.5941642241162044	-1.3183577017153039	Buy
92	MO	-20.58343373496058	0.9263583211021033	21.509792056062683	sell
93	CB	-10.410186013216325	-1.2741849364405935	9.136001076775731	sell
94	CCI	-8.738710156302362	-5.953974956422375	2.7847351998799876	Buy
95	BKNG	-10.755587740300147	8.083655029529284	18.839242769829433	sell
96	TGT	-31.88049836008872	5.975099407222166	37.85559776731088	Buy
97	GILD	-4.705503598349985	-2.0128931848174836	2.6926104135325013	sell
98	TJX	-1.0435086150671047	3.7882562227051095	4.831764837772214	sell
99	SYK	-13.873184675591126	2.4659006681766185	16.339085343767746	sell
100	CSX	-6.865581982782809	1.0312795994738408	7.8968615822566495	hold
101	CME	-10.785903469892837	4.834333095130467	15.620236565023305	sell
102	VRTX	1.4296242042824074	-1.537747101956993	-2.9673713062394005	sell
103	LRCX	9.157831372491064	1.8845123835012636	-7.2733189889898	sell
104	MU	-8.696283407594114	-0.6842588784533873	8.012024529140726	sell
105	NOC	8.347034476842685	-1.2166948157749866	-9.563729292617673	Buy
106	BDX	-4.585784379948286	-1.9837993329066084	2.601985047041677	sell
107	PNC	-4.963919320927043	-0.08041424616859877	4.883505074758444	hold
108	CL	-1.4973013873830532	0.0	1.4973013873830532	Buy
109	TFC	-1.2537334688860386	1.5497619465409371	2.803495415426976	sell
110	D	-3.5907034906851916	-1.115970125053951	2.4747333656312405	Buy
111	PGR	4.6214991100567815	2.730188355459701	-1.8913107545970806	sell
112	USB	-7.050903654077914	1.7251357014169917	8.776039355494905	sell
113	EL	2.0339134465173774	5.730283228504369	3.696369781986992	sell
114	EQIX	-8.145056541648446	2.1388159682588883	10.283872509907333	sell
115	FIS	2.1695719567795777	-2.0113693911757293	-4.180941347955307	Buy
116	EOG	-4.422647362450658	7.921552013890308	12.344199376340967	sell
117	WM	3.741107277891775	0.0	-3.741107277891775	Buy
118	REGN	-16.02745556855535	0.0	16.02745556855535	sell
119	ATVI	1.4192566466503582	-1.4153351220330077	-2.834591768683366	hold
120	EW	-13.37288032143803	-2.1033859780979838	11.269494343340046	sell
121	FISV	9.459041748077007	9.337828135655931	-0.12121361242107653	sell
122	NSC	-3.7114616034513133	3.3483581457569382	7.059819749208252	hold
123	F	1.6767270459992114	5.8823595409989355	4.205632494999724	Buy
124	HUM	7.757630700400911	-0.5326009751895326	-8.290231675590444	sell
125	AON	-12.24597988211502	0.11782628607809602	12.363806168193115	sell
126	ITW	0.8465406450957839	1.7614351463881321	0.9148945012923483	Buy
127	BSX	-5.255939957220645	-0.31712191173592874	4.938818045484716	Buy
128	ETN	0.33585024925478746	3.2705983324698464	2.9347480832150588	hold
129	SHW	-0.6200808722651455	-2.7705770893596635	-2.150496217094518	sell
130	KLAC	18.762992084447212	5.86659093492775	-12.896401149519463	sell
131	OXY	19.113875559991214	1.255222914615515	-17.8586526453757	sell
132	DG	0.7274617484643088	-1.5226055591074836	-2.2500673075717925	sell
133	FDX	14.320019987106491	0.05138681571785128	-14.26863317138864	Buy
134	SNPS	28.76567830268205	2.03402171244238	-26.731656590239673	Buy
135	ICE	-13.648448206542508	3.609912798302001	17.25836100484451	sell
136	MRNA	14.946393548509535	-0.14868412596300187	-15.095077674472536	sell
137	APD	0.7844083423784485	-0.33698775776546974	-1.1213961001439183	sell
138	CNC	10.911685017085654	-2.2911087717739718	-13.202793788859626	hold
139	GM	-8.182967041596003	0.0	8.182967041596003	Buy
140	EMR	-4.089982673531561	-1.3865226165728382	2.703460056958723	Buy
141	SRE	-2.8890135637295424	-1.8775295366366773	1.0114840270928651	hold
142	GD	-5.012137382723836	0.0	5.012137382723836	Buy
143	SLB	-8.275003433227539	5.577232779885584	13.852236213113123	sell
144	PXD	-0.20579788539031443	-0.8343558769102966	-0.6285579915199822	Buy
145	AEP	-2.0201003308298078	-1.4258441823087487	0.5942561485210591	Buy
146	CDNS	23.63525469157873	5.949849373204197	-17.685405318374535	Buy
147	MCK	5.897040133369622	0.17048598343555932	-5.726554149934063	Buy
148	PSA	-20.346472812036584	1.6437324370414572	21.99020524907804	sell
149	MCO	-3.9031219482421875	-1.5200512246095605	2.3830707236326267	Buy
150	CHTR	-14.764543456551532	0.9113916997344786	15.67593515628601	sell
151	NXPI	6.183804478502894	1.0181854984153615	-5.165618980087532	hold
152	MPC	10.557395381657576	10.279237329845142	-0.2781580518124347	sell
153	HCA	1.4147309072503176	3.265607650263715	1.8508767430133974	sell
154	ADSK	15.821055314726738	6.51996795559884	-9.301087359127898	hold
155	ADM	-9.519124682483778	0.0	9.519124682483778	Buy
156	ORLY	0.21642123184924159	3.992846738015607	3.7764255061663654	sell
157	LHX	-1.1466781993763557	-1.474559938424849	-0.32788173904849316	Buy
158	ROP	-6.291221487293835	5.460739692441609	11.751961179735444	sell
159	GIS	4.386207317483836	5.781001515775832	1.3947941982919954	sell
160	APH	10.670338466983235	2.6089299608870062	-8.061408506096228	Buy
161	IQV	4.457376079613117	6.364712599156512	1.907336519543395	Buy
162	KMB	-4.0750047927897075	0.0	4.0750047927897075	sell
163	VLO	13.54637266421196	8.902577064907993	-4.643795599303967	sell
164	EXC	-5.796504843528416	2.9064892195031424	8.702994063031557	Buy
165	O	-0.9523768003295068	-1.550050287912105	-0.5976734875825982	Buy
166	MAR	-11.533510475307837	5.7389955981890965	17.272506073496935	sell
167	FCX	-26.711645206850097	3.7068124680201	30.418457674870197	sell
168	SYY	-3.6874116281160565	0.0	3.6874116281160565	sell
169	MET	-9.672254998920327	0.0	9.672254998920327	sell
170	CMG	5.431971128295068	-0.9962773553844018	-6.42824848367947	Buy
171	COF	-20.146353118600512	-1.9870570808201882	18.159296037780322	sell
172	TEL	7.900142080795397	0.3456101844199875	-7.554531896375409	Buy
173	AZO	-0.04454823422673012	-0.35209166157808797	-0.30754342735135787	sell
174	PSX	7.701774397448658	8.027843418597723	0.3260690211490642	sell
175	ECL	-6.040118501630139	-3.7933021360113925	2.2468163656187463	Buy
176	CTVA	-2.0214408921067615	5.732550718313097	7.753991610419858	sell
177	WMB	-4.365541249577563	-0.9522219826565269	3.4133192669210364	sell
178	FTNT	-0.0926749364106631	-8.92053452104068	-8.827859584630017	sell
179	AIG	-15.497416259256013	0.0	15.497416259256013	sell
180	PAYX	-3.9160475337231317	1.889289073062464	5.805336606785596	sell
181	A	9.830168259012106	-0.7930610668587469	-10.623229325870854	Buy
182	STZ	-2.561248162136405	0.0	2.561248162136405	sell
183	XEL	-1.6075077737549857	-1.062089805782889	0.5454179679720967	Buy
184	MSI	5.909638108574438	-0.8643476899129746	-6.773985798487412	Buy
185	WELL	-11.787032667402874	0.0	11.787032667402874	Buy
186	MSCI	5.721053096898647	-1.7976724175394483	-7.518725514438096	Buy
187	DOW	-23.52767180453902	-1.9820866996987752	21.545585104840242	sell
188	MCHP	5.3696362853737165	3.7478819140196866	-1.6217543713540299	sell
189	JCI	-13.846158642740527	1.4617268767822533	15.30788551952278	Buy
190	DVN	8.287192803269615	2.4036536674981472	-5.883539135771468	Buy
191	TRV	-9.127277769160575	-1.4937325526799103	7.633545216480664	sell
192	ENPH	93.54967534147352	11.970409880062405	-81.57926546141111	Buy
193	PRU	-14.111665343944003	0.01017821977424319	14.121843563718246	sell
194	DLTR	-0.9856357928146409	5.022011856305457	6.007647649120098	sell
195	CTAS	3.5922576434342974	0.0	-3.5922576434342974	Buy
196	DLR	-13.819997151692709	-0.0691641110265773	13.750833040666132	sell
197	MNST	13.134850904352692	2.7402090915571606	-10.394641812795532	hold
198	PH	4.009764113936002	-3.359742946728118	-7.3695070606641195	hold
199	EA	0.9081625320820721	6.040890479021894	5.132727946939822	sell
200	GPN	-5.394288879487078	1.7727456438756344	7.167034523362712	Buy
201	SBAC	-8.018490672694092	0.0	8.018490672694092	Buy
202	NUE	-15.898673945927635	10.919703261920613	26.81837720784825	sell
203	AJG	-2.8523098831369387	0.0	2.8523098831369387	Buy
204	NEM	-36.889516922436606	0.0	36.889516922436606	sell
205	HLT	-15.873439443229795	2.3851382234947813	18.258577666724577	sell
206	SPG	-16.20590589576809	4.004439424192329	20.210345319960417	hold
207	HPQ	-10.54643977207704	-1.2035785280113633	9.342861244065677	Buy
208	YUM	0.5185162579571759	-2.92303467039582	-3.441550928352996	Buy
209	CTSH	-18.746997692099082	-4.6474097808145745	14.099587911284509	sell
210	RMD	6.011336819002876	1.576760949018062	-4.434575869984814	hold
211	KMI	-5.310674477173251	3.1958723715710513	8.506546848744302	sell
212	ED	1.0720553475165147	-2.176164221887142	-3.2482195694036564	Buy
213	CARR	-2.3913083139573135	1.3464849346767878	3.7377932486341012	Buy
214	TT	-1.4857444187922864	7.856532338566598	9.342276757358885	sell
215	AFL	-6.315787936661911	1.152339940463964	7.468127877125875	sell
216	WBD	-20.23928003006879	-0.06968800429266411	20.169592025776126	Buy
217	IDXX	-15.409247770828781	-3.9935982176480027	11.415649553180778	hold
218	ILMN	-31.518750190734863	1.818084928390439	33.336835119125304	Buy
219	OTIS	2.895855925246526	-4.592073960587731	-7.487929885834257	Buy
220	HSY	2.239673546056402	4.859876301339333	2.620202755282931	Buy
221	TDG	1.2809594570142357	12.363962088171581	11.083002631157346	sell
222	PEG	-11.923752263445454	0.0	11.923752263445454	Buy
223	VICI	15.229111897870993	-0.6840379253567953	-15.913149823227789	hold
224	DXCM	-19.71632262422591	-6.110370143881068	13.605952480344843	sell
225	WEC	-0.5373741133418645	-0.7916583127326885	-0.25428419939082403	Buy
226	ALL	-12.102109962506248	-1.2756031406693218	10.826506821836926	sell
227	BK	-1.9182464832743082	-1.9768245730468044	-0.05857808977249612	sell
228	IFF	-0.024140001695693913	-2.0175048779945937	-1.9933648762988998	sell
229	MTB	1.7980508180038692	7.017012135654092	5.218961317650223	hold
230	PCAR	5.705251536738448	3.076020179436222	-2.629231357302226	hold
231	TWTR	-19.678559046346628	0.0	19.678559046346628	sell
232	CMI	10.409091217349275	4.063361152160767	-6.345730065188508	Buy
233	MTD	4.73131311358509	0.8753854761424882	-3.8559276374426017	Buy
234	DD	-12.372826295889944	3.017664314311958	15.390490610201901	sell
235	KR	-17.82891528450619	0.0	17.82891528450619	sell
236	BIIB	-0.3193277115366099	-3.1167510799391023	-2.7974233684024923	sell
237	PPG	-4.400660016362195	1.227261041875201	5.627921058237396	hold
238	ES	-2.2530349197686355	-2.7048026451274345	-0.45176772535879905	Buy
239	VRSK	-10.436020982208975	0.0	10.436020982208975	Buy
240	HES	6.334884229047032	0.5492804579725198	-5.785603771074512	sell
241	KEYS	12.80348175214839	4.86578311348772	-7.937698638660669	Buy
242	AMP	-4.5189981063456175	0.0	4.5189981063456175	Buy
243	BAX	-19.120881044120324	-11.96734220242074	7.153538841699584	sell
244	FAST	-10.323029051840102	-0.22400334111359552	10.099025710726506	sell
245	ROST	-22.630353174121666	3.4867502272518616	26.117103401373527	sell
246	ROK	-4.187407455565716	-1.6664347626222442	2.520972692943472	Buy
247	FRC	2.1970950073784468	3.018794059114487	0.8216990517360401	sell
248	AVB	-18.48752676960584	0.2244795947845996	18.71200636439044	Buy
249	RSG	4.4980322067960445	-0.5441638171838858	-5.042196023979931	Buy
250	DFS	-9.757630786652525	-2.2862777905060794	7.471352996146446	sell
251	KDP	3.3226197443907495	0.0	-3.3226197443907495	Buy
252	APTV	2.1765808421462918	-1.7637233426755266	-3.9403041848218185	Buy
253	WBA	-13.644409148794448	0.0	13.644409148794448	Buy
254	ODFL	9.765295116003013	-0.1639020920645271	-9.92919720806754	Buy
255	AWK	-5.655344145407368	-1.2919445675202879	4.363399577887081	Buy
256	TROW	-8.477612395784748	-2.5690231434938324	5.908589252290915	hold
257	AME	-1.7011921251814361	1.305571382825059	3.006763508006495	Buy
258	ALB	23.11458449032334	4.167392048371039	-18.947192441952303	sell
259	CBRE	-1.6020998896091185	4.756373710904765	6.358473600513884	hold
260	GLW	7.534242529305462	9.986327130991572	2.452084601686111	sell
261	ON	27.482984189062474	8.928324665815467	-18.554659523247008	sell
262	WY	-13.16872975202437	0.40394043679878816	13.572670188823158	Buy
263	EBAY	-8.501794774333236	3.098657163965065	11.600451938298301	Buy
264	CPRT	10.14704216137616	2.443483394876239	-7.7035587664999206	hold
265	KHC	-13.864377683011778	0.07967802943183051	13.944055712443609	sell
266	ANET	0.14533484412345518	-4.178427017615016	-4.323761861738471	Buy
267	OKE	-12.93856592688838	2.9144518938325343	15.853017820720915	sell
268	EQR	-17.136590768072857	0.0	17.136590768072857	Buy
269	TSN	-7.572875101219616	0.0	7.572875101219616	Buy
270	STT	-1.1142839704241072	6.907296553854961	8.021580524279068	sell
271	EFX	1.7006787626254896	2.887210956399096	1.1865321937736064	Buy
272	DHI	3.996643109086972	-2.2162209103128405	-6.212864019399813	Buy
273	EIX	-4.522053535269362	0.0	4.522053535269362	Buy
274	HAL	-21.038102104971365	3.5248970616406297	24.562999166611995	sell
275	EXR	-11.554648593893482	0.0	11.554648593893482	Buy
276	DTE	-5.293095342509521	-1.8352902629512682	3.457805079558253	Buy
277	WST	-2.2879213479440867	0.007847198299408773	2.2957685462434956	Buy
278	CDW	6.622122997041529	2.446799020282051	-4.175323976759478	Buy
279	ARE	-18.410832570848694	0.0	18.410832570848694	Buy
280	ANSS	0.09789346495844341	1.9764094993976469	1.8785160344392036	Buy
281	LH	-5.331628516927582	-1.552001953125	3.779626563802582	Buy
282	GWW	8.846759073636493	-2.163130244407017	-11.00988931804351	Buy
283	CTRA	4.629626925187578	4.208188717222408	-0.42143820796516973	sell
284	AEE	-4.726115977634374	-1.0864911211032595	3.639624856531115	Buy
285	BALL	-16.668601690085765	-0.7906240815554775	15.877977608530287	hold
286	DRE	2.071496577223721	9.95740506897711	7.885908491753389	sell
287	ETR	-7.064427544713512	-1.2611400447372143	5.803287499976298	Buy
288	FITB	-11.921572217754289	-0.832465416900086	11.089106800854204	sell
289	SIVB	-25.090313709038362	-13.711636004962653	11.37867770407571	sell
290	BKR	-17.947061162354775	0.0	17.947061162354775	sell
291	FE	-14.093956516744408	-0.9962935743651615	13.097662942379246	Buy
292	URI	1.6636505666089918	5.6010495449072195	3.9373989782982277	Buy
293	FTV	11.872380554620799	0.9587133557903725	-10.913667198830426	Buy
294	LYB	-18.29652927824805	-2.8348925645869456	15.461636713661106	sell
295	ZBH	-8.897763307657048	-0.7834087319088431	8.114354575748205	sell
296	WTW	-13.333893564380167	0.0	13.333893564380167	hold
297	LUV	-18.76485032111908	7.4778799199598724	26.242730241078952	sell
298	WAT	14.879903180503176	1.5485750319043727	-13.331328148598804	Buy
299	STE	-3.3044669117127428	0.7214683229154761	4.025935234628219	hold
300	LEN	7.752958796556727	-1.208650285559721	-8.961609082116448	Buy
301	IT	-0.6686367127576529	-0.15943484808247013	0.5092018646751828	Buy
302	TSCO	-8.102044317550437	-4.234007642709199	3.868036674841238	sell
303	MLM	-0.9972156213245001	0.7720291159308981	1.769244737255398	Buy
304	ABC	-9.819400727345887	0.6395537920820643	10.458954519427952	Buy
305	GPC	12.861201108164115	1.411414621548538	-11.449786486615578	Buy
306	VMC	-4.200503895729259	5.139525880426168	9.340029776155427	Buy
307	MKC	-13.599918066806286	0.0	13.599918066806286	Buy
308	PPL	-2.8704897506109757	-0.749827239980732	2.1206625106302437	Buy
309	CHD	-15.631363989909296	-7.1557297455472	8.475634244362096	sell
310	FANG	1.8283440443332086	4.604700580770033	2.7763565364368246	sell
311	HIG	-11.38635273722906	0.0	11.38635273722906	sell
312	VTR	-10.700222592582167	0.0	10.700222592582167	Buy
313	CEG	5.580493414814679	5.036341810295358	-0.5441516045193211	Buy
314	MAA	-13.356579542523058	0.0	13.356579542523058	Buy
315	MTCH	-0.44127703285976627	-1.5431317917939014	-1.101854758934135	sell
316	EPAM	34.34987698663047	-2.7789885278135045	-37.12886551444397	Buy
317	NDAQ	7.638099123030919	3.021460966447223	-4.616638156583696	hold
318	ALGN	-22.622093399151773	2.4331098456815528	25.055203244833326	Buy
319	ULTA	-2.93013528584707	-1.6061407524797395	1.3239945333673304	sell
320	DAL	-26.682030930689415	0.7405069334825967	27.42253786417201	sell
321	NTRS	-6.717199206340601	-3.5107236660579217	3.2064755402826797	sell
322	PKI	2.174776965927233	3.6080489900603134	1.4332720241330805	Buy
323	TTWO	-6.819678888516203	-3.3131270867484273	3.506551801767776	sell
324	MPWR	26.43000030517578	3.090755066092679	-23.339245239083102	sell
325	CTLT	24.31919786451881	3.0469064723406483	-21.27229139217816	hold
326	RF	-1.5595459644883412	0.0	1.5595459644883412	hold
327	CMS	-4.3454078945751755	-2.5290912479580876	1.816316646617088	Buy
328	SEDG	47.47951622920638	7.78899067990297	-39.690525549303416	Buy
329	CNP	-0.5334172319338869	-2.2995826433586335	-1.7661654114247467	Buy
330	IR	7.03296870975704	6.945735433842405	-0.08723327591463548	Buy
331	PWR	16.051348552133867	1.8936238234258926	-14.157724728707974	sell
332	CF	3.6313677716764636	8.093234814238356	4.461867042561892	sell
333	AMCR	10.29411364349032	-3.8783215969744633	-14.172435240464782	Buy
334	HBAN	-4.552023898085843	4.544252598049992	9.096276496135836	hold
335	RJF	-4.109184019042061	3.509739754459224	7.618923773501285	hold
336	ZBRA	-13.969453189518038	6.599354132938024	20.568807322456063	Buy
337	MOH	0.7361819477500324	3.135787839763405	2.3996058920133727	Buy
338	MOS	-18.571645942305214	5.3124984105428	23.884144352848015	sell
339	DOV	-7.797775448391883	6.418191626319836	14.21596707471172	sell
340	K	7.228920599586912	-1.0950366443027888	-8.323957243889701	Buy
341	HPE	-9.050063249786648	0.0	9.050063249786648	sell
342	VRSN	-6.389060596603952	-2.437417263992655	3.951643332611297	Buy
343	BR	10.324323499524915	4.281774567941102	-6.042548931583814	sell
344	CFG	-11.49397700665945	-0.3775706511115859	11.116406355547864	sell
345	TDY	-15.951398043648934	2.5440784565983194	18.495476500247253	sell
346	ESS	-21.074685076503606	0.0	21.074685076503606	Buy
347	EXPD	3.4814315619898166	-1.0036130129722733	-4.48504457496209	Buy
348	SWKS	-5.67041800204369	2.093288997896132	7.7637069999398225	sell
349	HOLX	-2.055639269435038	-0.44203701622164226	1.6136022532133958	hold
350	CLX	-4.825263738793128	0.0	4.825263738793128	sell
351	WAB	3.2699699926010926	3.840709078785556	0.5707390861844632	sell
352	TRMB	3.8007300142848974	1.4484731181934476	-2.3522568960914496	Buy
353	FLT	-10.927390397311118	1.2446383161330596	12.172028713444178	sell
354	MRO	-1.1589432467463363	7.736550704777227	8.895493951523564	sell
355	KEY	-12.506081704321412	2.2714344387651217	14.777516143086533	sell
356	SYF	-12.316325334665029	6.5332850013418495	18.84961033600688	sell
357	ATO	1.2050226065900431	-0.6151439055070805	-1.8201665120971238	Buy
358	CAH	-2.432655801578444	0.0	2.432655801578444	Buy
359	J	-9.924575094282476	1.4097941856175893	11.334369279900065	sell
360	CAG	-5.693757202639712	2.3178820875051604	8.011639290144872	sell
361	GNRC	13.938381954165605	12.558323949139753	-1.3800580050258517	Buy
362	KMX	10.501055650732605	-0.6059401773056597	-11.106995828038265	Buy
363	XYL	12.984241925098347	-1.297487516955458	-14.281729442053805	Buy
364	TYL	5.000519460026693	8.578877078457648	3.578357618430955	sell
365	TER	-8.895024096171399	4.319810228884264	13.214834325055662	sell
366	DGX	-0.6324128295829494	-0.8588354953622329	-0.2264226657792835	sell
367	DRI	-6.696733151252385	-3.2131008932967235	3.4836322579556613	Buy
368	NTAP	-6.067386689488576	5.042920023384024	11.1103067128726	hold
369	COO	-16.704708965069486	2.419888583280859	19.124597548350344	sell
370	FDS	-1.0740503681704285	0.0	1.0740503681704285	Buy
371	STX	-3.078992407011369	-5.060864332986239	-1.98187192597487	sell
372	IP	-10.372568483867036	-4.266721594592469	6.105846889274567	sell
373	PAYC	15.17692424131296	2.1864167812934174	-12.990507460019543	sell
374	PFG	-7.99277148299135	0.0	7.99277148299135	sell
375	IEX	7.9688563458767385	-0.05378580017769127	-8.02264214605443	Buy
376	AVY	14.595989126334524	3.636364797863469	-10.959624328471055	Buy
377	BBY	-17.603536062052967	3.1532702843147127	20.75680634636768	sell
378	EVRG	-4.934990688576066	-0.5932624200381833	4.341728268537883	Buy
379	AKAM	-18.9955629871412	5.0958830197380305	24.09144600687923	sell
380	EXPE	-42.51328093852022	-0.14141352489741985	42.371867413622795	sell
381	WDC	-0.9603543506218214	-1.401576290389712	-0.4412219397678906	sell
382	JKHY	4.429319569755927	0.0	-4.429319569755927	hold
383	JBHT	5.689611434236813	1.2559490620250289	-4.433662372211784	Buy
384	LNT	-4.1469525849116025	4.066414253756491	8.213366838668094	Buy
385	LKQ	11.582382135268976	3.5524976084206865	-8.029884526848289	hold
386	TECH	-1.8314184662500275	-0.5168061636859784	1.314612302564049	hold
387	AES	-0.8474600062937401	8.063217687472687	8.910677693766427	sell
388	CPT	-17.789233589251104	-0.9016342049483937	16.88759938430271	Buy
389	PEAK	-20.938313923634464	-0.5257205935428501	20.412593330091614	Buy
390	GRMN	-12.402393416027824	-0.8164666923311743	11.58592672369665	sell
391	LDOS	-6.876735925870852	-1.6294062717729685	5.247329654097884	Buy
392	BRO	-6.789205571471176	3.8366570864770475	10.625862657948224	sell
393	SWK	-33.39470560434723	-12.67153900019717	20.72316660415006	sell
